id,price_doc
30474,5108596.68104
30475,8424904.29854
30476,5299943.4612
30477,7079593.79465
30478,4592070.55837
30479,7488475.35795
30480,4953529.56377
30481,5149190.88053
30482,5592026.86799
30483,4905798.13827
30484,4668745.75803
30485,4788391.33646
30486,4381104.51303
30487,5168483.14536
30488,7661672.13108
30489,7710662.44518
30490,17237528.0917
30491,12420915.3696
30492,6734994.07385
30493,9718433.03622
30494,6466141.32062
30495,7766266.67545
30496,12724338.6912
30497,8286516.30197
30498,4747749.8125
30499,7529869.20257
30500,9183168.53334
30501,5796512.01989
30502,3873750.10668
30503,5214980.15918
30504,5211662.41837
30505,10170397.805
30506,6708995.67309
30507,4958778.37672
30508,6367666.67933
30509,6895944.15066
30510,6724195.66309
30511,5564222.25263
30512,5253929.47903
30513,4909327.98337
30514,7385583.44151
30515,6908486.64769
30516,6768387.99856
30517,6768387.99856
30518,6133749.63645
30519,4674509.67863
30520,4886695.47445
30521,5223307.30639
30522,7400113.18963
30523,5153337.83669
30524,6895944.15066
30525,5090838.32917
30526,4624483.8625
30527,6247145.35883
30528,5132256.91535
30529,5223818.72568
30530,5159884.49245
30531,9362203.73407
30532,5342054.56115
30533,6699261.69053
30534,6507191.30101
30535,6724195.66309
30536,6771705.78679
30537,9278662.45391
30538,3746377.00847
30539,11868030.9748
30540,6758856.73736
30541,5592026.86799
30542,4356031.39767
30543,4983015.74719
30544,7177041.12702
30545,5789892.85994
30546,4704843.74471
30547,6962553.08599
30548,5305527.03495
30549,4910788.92619
30550,9235886.86193
30551,5287897.70184
30552,3773955.86754
30553,5252650.74315
30554,9361151.60441
30555,6721252.22303
30556,5384808.86995
30557,7137173.23268
30558,6847610.03561
30559,5205180.97369
30560,4664989.13011
30561,5741747.0883
30562,9986076.6227
30563,4831349.29978
30564,5740187.12131
30565,10100246.258
30566,9164394.41978
30567,4446031.23442
30568,6895944.15066
30569,6375514.49656
30570,5108596.68104
30571,5238965.80485
30572,4876336.11575
30573,4830672.20359
30574,5767690.66567
30575,5108596.68104
30576,5097766.91157
30577,5223231.67003
30578,6847610.03561
30579,5310020.99557
30580,5035941.36636
30581,4747749.8125
30582,6784304.61057
30583,6779457.08348
30584,4121326.90383
30585,3190576.35749
30586,6885402.18878
30587,7131856.10852
30588,5221750.38266
30589,6966199.00037
30590,9752020.42783
30591,4972452.1981
30592,5856540.01065
30593,11754547.2458
30594,9752414.70813
30595,4364694.02653
30596,11485131.3177
30597,5148455.5523
30598,7160628.89853
30599,10636029.8967
30600,6730033.73
30601,5177205.28764
30602,4211893.21781
30603,10189383.9498
30604,4706461.80922
30605,5168483.14536
30606,14814943.5126
30607,5796512.01989
30608,9377252.62386
30609,7661672.13108
30610,3712947.15156
30611,6348664.63613
30612,6193676.22166
30613,5318584.21341
30614,14328243.4216
30615,6291723.44648
30616,6360211.72898
30617,6847610.03561
30618,4700994.91835
30619,4886695.47445
30620,5368495.31644
30621,6115896.51549
30622,5539193.89399
30623,5789892.85994
30624,8304261.16401
30625,7486363.3739
30626,5252650.74315
30627,7023273.66331
30628,5000861.23216
30629,5051167.18434
30630,5706609.27629
30631,6348664.63613
30632,5108596.68104
30633,5259496.59895
30634,9278662.45391
30635,6966496.11056
30636,5165709.48905
30637,6921826.35497
30638,5070013.07654
30639,5726047.25948
30640,5800712.67406
30641,9462162.4398
30642,5108596.68104
30643,7177041.12702
30644,7160628.89853
30645,6673761.07315
30646,5108596.68104
30647,5424659.6191
30648,16076665.6048
30649,5342054.56115
30650,4747749.8125
30651,6708995.67309
30652,5369394.40514
30653,6354676.95729
30654,6203447.94565
30655,5508994.31123
30656,4952972.88336
30657,5767690.66567
30658,7099502.55499
30659,5148155.98729
30660,6816041.8463
30661,4006793.44456
30662,6379575.91407
30663,17094249.3465
30664,6827033.01272
30665,7348245.32144
30666,6203447.94565
30667,5230467.19692
30668,6177211.2186
30669,6324881.25717
30670,5022543.85146
30671,6763159.42104
30672,6126307.3566
30673,9344156.24461
30674,7446617.91347
30675,4356031.39767
30676,6876318.9653
30677,4695396.00476
30678,14454385.023
30679,5755925.71919
30680,6947932.05992
30681,3257970.68239
30682,6499160.02753
30683,7078186.37372
30684,4126563.63065
30685,6802269.70404
30686,7602488.2937
30687,4663118.37975
30688,4786701.11049
30689,6981764.20792
30690,16076665.6048
30691,4695396.00476
30692,5281014.87865
30693,9085828.39245
30694,4706461.80922
30695,4824223.16124
30696,5223818.72568
30697,6923385.44944
30698,6909263.11452
30699,4937814.32651
30700,4985284.36366
30701,7160628.89853
30702,5539193.89399
30703,4632894.9769
30704,6537772.78562
30705,6191158.76239
30706,14241112.121
30707,7414405.91561
30708,9294774.05696
30709,3676609.85955
30710,6816041.8463
30711,5505656.64458
30712,4872902.0639
30713,4069085.06441
30714,5253339.03952
30715,6340679.45248
30716,7044153.34422
30717,5178465.65664
30718,9191987.77245
30719,11754547.2458
30720,5804900.98502
30721,3656779.97676
30722,8332804.36948
30723,7314369.15177
30724,8107616.30379
30725,5301585.13627
30726,9275069.96469
30727,6860061.17114
30728,7176250.69134
30729,6958787.82743
30730,5097766.91157
30731,6794780.3128
30732,5086784.0773
30733,9362203.73407
30734,4632002.09295
30735,6672259.87342
30736,6826727.80917
30737,5183952.81428
30738,4879335.58896
30739,7024091.06647
30740,6245735.27246
30741,7954617.90753
30742,4624483.8625
30743,4666086.91779
30744,6428140.55382
30745,6815725.81031
30746,6647264.24139
30747,7113798.05067
30748,16485284.9326
30749,4668079.26275
30750,6862230.0295
30751,5697460.59325
30752,5305482.89034
30753,6800009.23326
30754,5046639.79275
30755,8176276.07812
30756,9752414.70813
30757,5183042.32927
30758,6146755.1422
30759,5299943.4612
30760,8368697.98555
30761,6715050.07552
30762,8519397.37697
30763,6740304.28235
30764,7454891.85166
30765,4605096.53047
30766,6360926.57344
30767,6734819.29295
30768,4562329.68397
30769,6539010.01813
30770,7396141.93344
30771,3719304.243
30772,6768387.99856
30773,9212292.31999
30774,5478281.47831
30775,6692203.18051
30776,5178465.65664
30777,6832994.62603
30778,6962979.45521
30779,5503322.67584
30780,5755278.86505
30781,4622182.66151
30782,6816041.8463
30783,7076899.6877
30784,4560700.53566
30785,4983015.74719
30786,4958778.37672
30787,6431548.36537
30788,6907569.63483
30789,6895944.15066
30790,5337314.53051
30791,6796194.38898
30792,4886695.47445
30793,9917027.89489
30794,8967994.5413
30795,6776844.55876
30796,12949896.1376
30797,8623957.30945
30798,5103059.93855
30799,6640148.90891
30800,10936923.9989
30801,6708299.47681
30802,9878431.70705
30803,3114868.91845
30804,4626424.82662
30805,7606542.69799
30806,4728460.77313
30807,5739542.03589
30808,5522688.13517
30809,6044329.16142
30810,9344156.24461
30811,4848955.36701
30812,5269053.09917
30813,4633639.2785
30814,4988457.99235
30815,5097766.91157
30816,7645240.87048
30817,4486061.48046
30818,6092950.76922
30819,6694849.89952
30820,5477951.79006
30821,15606413.8859
30822,5662739.27856
30823,6670358.71736
30824,5159959.2115
30825,6166273.26477
30826,6677067.4478
30827,6069041.85425
30828,5183952.81428
30829,5780662.44569
30830,6997486.50322
