id,price_doc
30474,4936222.0
30475,7959475.0
30476,5149338.0
30477,5280888.0
30478,4950717.5
30479,9449424.0
30480,4119679.0
30481,4096273.25
30482,4634496.5
30483,4547676.5
30484,6270913.5
30485,4786762.5
30486,3625315.0
30487,3700588.0
30488,5856476.5
30489,5984904.5
30490,21297466.0
30491,18405142.0
30492,5769221.0
30493,14180793.0
30494,6360481.0
30495,10534851.0
30496,8126236.0
30497,8080457.5
30498,4380479.0
30499,7633935.5
30500,10400672.0
30501,6804328.5
30502,3212700.75
30503,6546696.0
30504,5684951.0
30505,10937467.0
30506,3310142.5
30507,4612382.5
30508,5300824.5
30509,6894662.5
30510,9118866.0
30511,6349894.0
30512,6202640.0
30513,4171450.25
30514,3721258.75
30515,9530921.0
30516,5664023.0
30517,11346834.0
30518,8339809.5
30519,4323122.0
30520,6844750.0
30521,5965350.0
30522,7556217.0
30523,6179357.5
30524,12659492.0
30525,10606804.0
30526,4723912.5
30527,4909985.5
30528,6360029.5
30529,6325004.5
30530,5796520.5
30531,14467286.0
30532,4576598.5
30533,9852460.0
30534,6424668.5
30535,9370195.0
30536,5495941.5
30537,11105377.0
30538,4950161.0
30539,9084711.0
30540,9482741.0
30541,6131737.5
30542,2101806.75
30543,5567034.0
30544,6772136.0
30545,8079567.0
30546,3980287.0
30547,9245930.0
30548,4384752.5
30549,4921345.0
30550,11303410.0
30551,4882355.0
30552,1924658.625
30553,6711600.0
30554,10161378.0
30555,6025183.5
30556,8886157.0
30557,7292970.0
30558,9137848.0
30559,6052231.5
30560,5968284.0
30561,6774667.0
30562,11714141.0
30563,5120201.5
30564,6809956.0
30565,6434696.5
30566,7117479.0
30567,1980660.25
30568,9545390.0
30569,9414490.0
30570,6391844.0
30571,7055563.5
30572,4776720.5
30573,6298503.0
30574,5939566.0
30575,6776621.5
30576,4751005.5
30577,4250768.5
30578,3237429.0
30579,6914586.5
30580,4640744.5
30581,5397232.0
30582,12214564.0
30583,6522435.5
30584,4245194.5
30585,2561617.75
30586,8266759.0
30587,5493189.0
30588,8349823.0
30589,7025377.5
30590,12186266.0
30591,4947963.5
30592,6384356.5
30593,8152540.0
30594,6495310.5
30595,5548933.5
30596,6723253.5
30597,6298503.0
30598,9368327.0
30599,10532612.0
30600,4739240.5
30601,5910782.0
30602,1765438.125
30603,11872007.0
30604,4342961.0
30605,6407151.5
30606,25773326.0
30607,6771989.0
30608,8115578.5
30609,6001670.0
30610,3099828.0
30611,5304095.5
30612,7031047.0
30613,7393543.0
30614,16897866.0
30615,7555320.5
30616,5476705.0
30617,9332171.0
30618,4736118.0
30619,4083663.75
30620,2702875.0
30621,8249175.5
30622,7530580.5
30623,6048804.0
30624,6441533.5
30625,7912304.0
30626,6061973.5
30627,7191180.5
30628,6159680.5
30629,4965748.5
30630,4642242.5
30631,5841071.5
30632,3941118.25
30633,5710865.0
30634,10716793.0
30635,9492336.0
30636,5165321.5
30637,9417397.0
30638,5781795.0
30639,7090017.0
30640,4505388.5
30641,8265178.0
30642,6023371.5
30643,7629910.5
30644,9368327.0
30645,6989535.5
30646,5135968.0
30647,4776369.5
30648,23214774.0
30649,2318101.0
30650,4807331.0
30651,3319316.25
30652,4357188.5
30653,7176142.0
30654,4447686.0
30655,12498851.0
30656,3785853.0
30657,6298454.5
30658,10770977.0
30659,4561567.0
30660,8276400.0
30661,6174141.5
30662,7550941.5
30663,15013671.0
30664,12347505.0
30665,5916517.5
30666,2646497.25
30667,4120593.25
30668,8011163.0
30669,4916116.0
30670,2473673.5
30671,7301654.0
30672,14623522.0
30673,9997752.0
30674,12082135.0
30675,2101806.75
30676,6477661.5
30677,4232130.5
30678,18007232.0
30679,5717703.5
30680,5150844.0
30681,2400844.75
30682,8411646.0
30683,9479895.0
30684,4628488.5
30685,7042325.5
30686,9175086.0
30687,4897389.0
30688,4266269.5
30689,13138897.0
30690,25134668.0
30691,4245236.0
