id,price_doc
30474,1000000.0
30475,2000000.0
30476,2000000.0
30477,2000000.0
30478,2000000.0
30479,2000000.0
30480,2000000.0
30481,2000000.0
30482,2000000.0
30483,1000000.0
30484,1000000.0
30485,1000000.0
30486,2000000.0
30487,1000000.0
30488,2000000.0
30489,2000000.0
30490,32025117.266
30491,32025117.266
30492,2000000.0
30493,2000000.0
30494,2000000.0
30495,2000000.0
30496,32025117.266
30497,2000000.0
30498,1000000.0
30499,2000000.0
30500,2000000.0
30501,2000000.0
30502,1000000.0
30503,1000000.0
30504,1000000.0
30505,2000000.0
30506,2000000.0
30507,1000000.0
30508,1000000.0
30509,1000000.0
30510,1000000.0
30511,1000000.0
30512,2000000.0
30513,2000000.0
30514,2000000.0
30515,2000000.0
30516,2000000.0
30517,2000000.0
30518,5500000.0
30519,1000000.0
30520,1000000.0
30521,1000000.0
30522,2000000.0
30523,1000000.0
30524,1000000.0
30525,1000000.0
30526,1000000.0
30527,2000000.0
30528,2000000.0
30529,1000000.0
30530,1000000.0
30531,2000000.0
30532,2000000.0
30533,2000000.0
30534,2000000.0
30535,1000000.0
30536,2000000.0
30537,2000000.0
30538,1000000.0
30539,32025117.266
30540,2000000.0
30541,2000000.0
30542,2000000.0
30543,1000000.0
30544,2000000.0
30545,2000000.0
30546,2000000.0
30547,2000000.0
30548,2000000.0
30549,1000000.0
30550,2000000.0
30551,1000000.0
30552,1000000.0
30553,2000000.0
30554,2000000.0
30555,2000000.0
30556,1000000.0
30557,2000000.0
30558,2000000.0
30559,1000000.0
30560,1000000.0
30561,2000000.0
30562,2000000.0
30563,2000000.0
30564,2000000.0
30565,2000000.0
30566,2000000.0
30567,1000000.0
30568,1000000.0
30569,2000000.0
30570,1000000.0
30571,2000000.0
30572,1000000.0
30573,1000000.0
30574,1000000.0
30575,1000000.0
30576,1000000.0
30577,1000000.0
30578,2000000.0
30579,2000000.0
30580,1000000.0
30581,1000000.0
30582,2000000.0
30583,2000000.0
30584,1000000.0
30585,1000000.0
30586,2000000.0
30587,2000000.0
30588,1000000.0
30589,2000000.0
30590,2000000.0
30591,1000000.0
30592,2000000.0
30593,32025117.266
30594,32025117.266
30595,1000000.0
30596,32025117.266
30597,1000000.0
30598,1000000.0
30599,32025117.266
30600,2000000.0
30601,2000000.0
30602,1000000.0
30603,2000000.0
30604,1000000.0
30605,1000000.0
30606,32025117.266
30607,2000000.0
30608,2000000.0
30609,2000000.0
30610,1000000.0
30611,1000000.0
30612,2000000.0
30613,2000000.0
30614,32025117.266
30615,2000000.0
30616,2000000.0
30617,2000000.0
30618,1000000.0
30619,1000000.0
30620,2000000.0
30621,2000000.0
30622,2000000.0
30623,2000000.0
30624,2000000.0
30625,2000000.0
30626,2000000.0
30627,2000000.0
30628,1000000.0
30629,1000000.0
30630,2000000.0
30631,1000000.0
30632,1000000.0
30633,1000000.0
30634,2000000.0
30635,2000000.0
30636,2000000.0
30637,2000000.0
30638,1000000.0
30639,2000000.0
30640,2000000.0
30641,32025117.266
30642,1000000.0
30643,2000000.0
30644,1000000.0
30645,2000000.0
30646,1000000.0
30647,2000000.0
30648,32025117.266
30649,2000000.0
30650,1000000.0
30651,2000000.0
30652,2000000.0
30653,2000000.0
30654,1000000.0
30655,1000000.0
30656,1000000.0
30657,1000000.0
30658,2000000.0
30659,1000000.0
30660,2000000.0
30661,1000000.0
30662,1000000.0
30663,32025117.266
30664,2000000.0
30665,2000000.0
30666,1000000.0
30667,2000000.0
30668,2000000.0
30669,1000000.0
30670,1000000.0
30671,2000000.0
30672,2000000.0
30673,2000000.0
30674,2000000.0
30675,2000000.0
30676,2000000.0
30677,1000000.0
30678,32025117.266
30679,2000000.0
30680,2000000.0
30681,2000000.0
30682,2000000.0
30683,2000000.0
30684,1000000.0
30685,1000000.0
30686,2000000.0
30687,1000000.0
30688,1000000.0
30689,2000000.0
30690,32025117.266
30691,1000000.0
30692,2000000.0
30693,2000000.0
30694,1000000.0
30695,2000000.0
30696,2000000.0
30697,2000000.0
30698,2000000.0
30699,1000000.0
30700,1000000.0
30701,1000000.0
30702,2000000.0
30703,1000000.0
30704,2000000.0
30705,2000000.0
30706,32025117.266
30707,2000000.0
30708,2000000.0
30709,1000000.0
30710,2000000.0
30711,2000000.0
30712,1000000.0
30713,1000000.0
30714,1000000.0
30715,2000000.0
30716,2000000.0
30717,2000000.0
30718,2000000.0
30719,32025117.266
30720,2000000.0
30721,1000000.0
30722,2000000.0
30723,2000000.0
30724,2000000.0
30725,1000000.0
30726,2000000.0
30727,2000000.0
30728,2000000.0
30729,2000000.0
30730,1000000.0
30731,2000000.0
30732,1000000.0
30733,2000000.0
30734,1000000.0
30735,2000000.0
30736,2000000.0
30737,1000000.0
30738,1000000.0
30739,2000000.0
30740,1000000.0
30741,2000000.0
30742,1000000.0
30743,1000000.0
30744,1000000.0
30745,2000000.0
30746,2000000.0
30747,2000000.0
30748,32025117.266
30749,1000000.0
30750,2000000.0
30751,1000000.0
30752,2000000.0
30753,2000000.0
30754,1000000.0
30755,2000000.0
30756,32025117.266
30757,1000000.0
30758,2000000.0
30759,2000000.0
30760,2000000.0
30761,2000000.0
30762,2000000.0
30763,2000000.0
30764,2000000.0
30765,1000000.0
30766,2000000.0
30767,2000000.0
30768,1000000.0
30769,2000000.0
30770,2000000.0
30771,1000000.0
30772,2000000.0
30773,2000000.0
30774,2000000.0
30775,2000000.0
30776,1000000.0
30777,2000000.0
30778,2000000.0
30779,2000000.0
30780,2000000.0
30781,1000000.0
30782,2000000.0
30783,2000000.0
30784,1000000.0
30785,1000000.0
30786,1000000.0
30787,2000000.0
30788,2000000.0
30789,1000000.0
30790,2000000.0
30791,2000000.0
30792,1000000.0
30793,2000000.0
30794,2000000.0
30795,1000000.0
30796,32025117.266
30797,2000000.0
30798,1000000.0
30799,2000000.0
30800,32025117.266
30801,2000000.0
30802,2000000.0
30803,1000000.0
30804,1000000.0
30805,2000000.0
30806,1000000.0
30807,2000000.0
30808,2000000.0
30809,2000000.0
30810,2000000.0
30811,1000000.0
30812,1000000.0
30813,1000000.0
30814,2000000.0
30815,1000000.0
30816,2000000.0
30817,1000000.0
30818,2000000.0
30819,2000000.0
30820,1000000.0
30821,32025117.266
30822,1000000.0
30823,2000000.0
30824,1000000.0
30825,2000000.0
30826,2000000.0
30827,2000000.0
30828,1000000.0
30829,2000000.0
30830,1000000.0
30831,2000000.0
30832,2000000.0
30833,1000000.0
30834,1000000.0
30835,2000000.0
30836,2000000.0
30837,1000000.0
30838,1000000.0
30839,1000000.0
30840,2000000.0
30841,2000000.0
30842,2000000.0
30843,1000000.0
30844,32025117.266
30845,2000000.0
30846,1000000.0
30847,2000000.0
30848,2000000.0
30849,1000000.0
30850,2000000.0
30851,2000000.0
30852,2000000.0
30853,5500000.0
30854,1000000.0
30855,2000000.0
30856,1000000.0
30857,1000000.0
30858,1000000.0
30859,2000000.0
30860,1000000.0
30861,2000000.0
30862,2000000.0
30863,2000000.0
30864,2000000.0
30865,2000000.0
30866,2000000.0
30867,1000000.0
30868,2000000.0
30869,1000000.0
30870,2000000.0
30871,2000000.0
30872,2000000.0
30873,1000000.0
30874,2000000.0
30875,1000000.0
30876,1000000.0
30877,2000000.0
30878,2000000.0
30879,2000000.0
30880,2000000.0
30881,1000000.0
30882,2000000.0
30883,1000000.0
30884,2000000.0
30885,1000000.0
30886,32025117.266
30887,2000000.0
30888,1000000.0
30889,1000000.0
30890,2000000.0
30891,2000000.0
30892,2000000.0
30893,1000000.0
30894,2000000.0
30895,2000000.0
30896,1000000.0
30897,2000000.0
30898,1000000.0
30899,1000000.0
30900,1000000.0
30901,1000000.0
30902,1000000.0
30903,1000000.0
30904,2000000.0
30905,2000000.0
30906,1000000.0
30907,2000000.0
30908,1000000.0
30909,2000000.0
30910,2000000.0
30911,2000000.0
30912,1000000.0
30913,2000000.0
30914,1000000.0
30915,2000000.0
30916,2000000.0
30917,2000000.0
30918,1000000.0
30919,2000000.0
30920,2000000.0
30921,2000000.0
30922,2000000.0
30923,1000000.0
30924,2000000.0
30925,32025117.266
30926,2000000.0
30927,2000000.0
30928,1000000.0
30929,2000000.0
30930,2000000.0
30931,2000000.0
30932,1000000.0
30933,1000000.0
30934,2000000.0
30935,1000000.0
30936,1000000.0
30937,2000000.0
30938,1000000.0
30939,32025117.266
30940,1000000.0
30941,2000000.0
30942,1000000.0
30943,2000000.0
30944,2000000.0
30945,1000000.0
30946,32025117.266
30947,2000000.0
30948,2000000.0
30949,1000000.0
30950,2000000.0
30951,32025117.266
30952,2000000.0
30953,2000000.0
30954,2000000.0
30955,1000000.0
30956,2000000.0
30957,1000000.0
30958,32025117.266
30959,2000000.0
30960,2000000.0
30961,1000000.0
30962,2000000.0
30963,1000000.0
30964,1000000.0
30965,2000000.0
30966,2000000.0
30967,2000000.0
30968,2000000.0
30969,1000000.0
30970,2000000.0
30971,2000000.0
30972,1000000.0
30973,2000000.0
30974,1000000.0
30975,2000000.0
30976,2000000.0
30977,1000000.0
30978,2000000.0
30979,2000000.0
30980,32025117.266
30981,2000000.0
30982,2000000.0
30983,1000000.0
30984,2000000.0
30985,2000000.0
30986,2000000.0
30987,2000000.0
30988,2000000.0
30989,2000000.0
30990,2000000.0
30991,2000000.0
30992,2000000.0
30993,2000000.0
30994,1000000.0
30995,1000000.0
30996,2000000.0
30997,2000000.0
30998,2000000.0
30999,2000000.0
31000,2000000.0
31001,2000000.0
31002,2000000.0
31003,2000000.0
31004,1000000.0
31005,1000000.0
31006,1000000.0
31007,1000000.0
31008,2000000.0
31009,1000000.0
31010,2000000.0
31011,1000000.0
31012,2000000.0
31013,2000000.0
31014,2000000.0
31015,2000000.0
31016,1000000.0
31017,1000000.0
31018,2000000.0
31019,2000000.0
31020,1000000.0
31021,2000000.0
31022,32025117.266
31023,2000000.0
31024,1000000.0
31025,2000000.0
31026,2000000.0
31027,1000000.0
31028,1000000.0
31029,2000000.0
31030,2000000.0
31031,2000000.0
31032,2000000.0
31033,2000000.0
31034,1000000.0
31035,2000000.0
31036,1000000.0
31037,32025117.266
31038,1000000.0
31039,2000000.0
31040,2000000.0
31041,2000000.0
31042,1000000.0
31043,1000000.0
31044,1000000.0
31045,2000000.0
31046,32025117.266
31047,2000000.0
31048,2000000.0
31049,1000000.0
31050,32025117.266
31051,2000000.0
31052,1000000.0
31053,2000000.0
31054,2000000.0
31055,2000000.0
31056,2000000.0
31057,2000000.0
31058,2000000.0
31059,1000000.0
31060,2000000.0
31061,2000000.0
31062,2000000.0
31063,2000000.0
31064,1000000.0
31065,2000000.0
31066,2000000.0
